Id,DateAware,DateSubmitted,DataBreachCause,DateStart,DateEnd,Name,CyberattackType,WashingtoniansAffected,IndustryType,BusinessType,InformationType,Year,WashingtoniansAffectedRange,BreachLifecycleRange,EntityState
9766,12/22/2017 12:00:00 AM,02/05/2018 12:00:00 AM,Theft or Mistake,2017-12-22T00:00:00,2017-12-22T00:00:00,"PAR Electrical Contractors, Inc.",,768.0,Business,Construction,Social Security Number,2018,500-999,0,
9766,12/22/2017 12:00:00 AM,02/05/2018 12:00:00 AM,Theft or Mistake,2017-12-22T00:00:00,2017-12-22T00:00:00,"PAR Electrical Contractors, Inc.",,768.0,Business,Construction,Driver's License or Washington ID Card Number,2018,500-999,0,
9766,12/22/2017 12:00:00 AM,02/05/2018 12:00:00 AM,Theft or Mistake,2017-12-22T00:00:00,2017-12-22T00:00:00,"PAR Electrical Contractors, Inc.",,768.0,Business,Construction,Financial & Banking Information,2018,500-999,0,
9766,12/22/2017 12:00:00 AM,02/05/2018 12:00:00 AM,Theft or Mistake,2017-12-22T00:00:00,2017-12-22T00:00:00,"PAR Electrical Contractors, Inc.",,768.0,Business,Construction,Passport Number,2018,500-999,0,
9766,12/22/2017 12:00:00 AM,02/05/2018 12:00:00 AM,Theft or Mistake,2017-12-22T00:00:00,2017-12-22T00:00:00,"PAR Electrical Contractors, Inc.",,768.0,Business,Construction,Medical Information,2018,500-999,0,
9766,12/22/2017 12:00:00 AM,02/05/2018 12:00:00 AM,Theft or Mistake,2017-12-22T00:00:00,2017-12-22T00:00:00,"PAR Electrical Contractors, Inc.",,768.0,Business,Construction,Other,2018,500-999,0,
9767,01/10/2018 12:00:00 AM,02/23/2018 12:00:00 AM,Unauthorized Access,2017-01-20T00:00:00,2018-01-29T00:00:00,North 40 Outfitters,,2671.0,Business,Retail,Name,2018,"1,000-9,999",300-399,
9767,01/10/2018 12:00:00 AM,02/23/2018 12:00:00 AM,Unauthorized Access,2017-01-20T00:00:00,2018-01-29T00:00:00,North 40 Outfitters,,2671.0,Business,Retail,Financial & Banking Information,2018,"1,000-9,999",300-399,
9767,01/10/2018 12:00:00 AM,02/23/2018 12:00:00 AM,Unauthorized Access,2017-01-20T00:00:00,2018-01-29T00:00:00,North 40 Outfitters,,2671.0,Business,Retail,Username and Password/Security Question Answers,2018,"1,000-9,999",300-399,
9768,11/02/2017 12:00:00 AM,02/27/2018 12:00:00 AM,Unauthorized Access,2017-08-14T00:00:00,2017-08-18T00:00:00,FastHealth Corporation,,2876.0,Health,,Name,2018,"1,000-9,999",1-99,
9768,11/02/2017 12:00:00 AM,02/27/2018 12:00:00 AM,Unauthorized Access,2017-08-14T00:00:00,2017-08-18T00:00:00,FastHealth Corporation,,2876.0,Health,,Social Security Number,2018,"1,000-9,999",1-99,
9768,11/02/2017 12:00:00 AM,02/27/2018 12:00:00 AM,Unauthorized Access,2017-08-14T00:00:00,2017-08-18T00:00:00,FastHealth Corporation,,2876.0,Health,,Driver's License or Washington ID Card Number,2018,"1,000-9,999",1-99,
9768,11/02/2017 12:00:00 AM,02/27/2018 12:00:00 AM,Unauthorized Access,2017-08-14T00:00:00,2017-08-18T00:00:00,FastHealth Corporation,,2876.0,Health,,Financial & Banking Information,2018,"1,000-9,999",1-99,
9769,02/14/2018 12:00:00 AM,03/02/2018 12:00:00 AM,Cyberattack,2016-06-01T00:00:00,2017-11-30T00:00:00,Preferred Hotels & Resorts,Malware,21687.0,Business,Hospitality,Name,2018,"10,000-49,999",500+,
9769,02/14/2018 12:00:00 AM,03/02/2018 12:00:00 AM,Cyberattack,2016-06-01T00:00:00,2017-11-30T00:00:00,Preferred Hotels & Resorts,Malware,21687.0,Business,Hospitality,Financial & Banking Information,2018,"10,000-49,999",500+,
9770,08/01/2017 12:00:00 AM,03/08/2018 12:00:00 AM,Cyberattack,,,ABM Industries Incorporated,Phishing,1100.0,Business,Professional Services,Name,2018,"1,000-9,999",Unknown,
9770,08/01/2017 12:00:00 AM,03/08/2018 12:00:00 AM,Cyberattack,,,ABM Industries Incorporated,Phishing,1100.0,Business,Professional Services,Social Security Number,2018,"1,000-9,999",Unknown,
9770,08/01/2017 12:00:00 AM,03/08/2018 12:00:00 AM,Cyberattack,,,ABM Industries Incorporated,Phishing,1100.0,Business,Professional Services,Financial & Banking Information,2018,"1,000-9,999",Unknown,
9770,08/01/2017 12:00:00 AM,03/08/2018 12:00:00 AM,Cyberattack,,,ABM Industries Incorporated,Phishing,1100.0,Business,Professional Services,Medical Information,2018,"1,000-9,999",Unknown,
9770,08/01/2017 12:00:00 AM,03/08/2018 12:00:00 AM,Cyberattack,,,ABM Industries Incorporated,Phishing,1100.0,Business,Professional Services,Other,2018,"1,000-9,999",Unknown,
9771,02/15/2018 12:00:00 AM,03/15/2018 12:00:00 AM,Theft or Mistake,,,"Parker Staffing Services, LLC",,,Business,Human Resources,Name,2018,Unknown,Unknown,
9771,02/15/2018 12:00:00 AM,03/15/2018 12:00:00 AM,Theft or Mistake,,,"Parker Staffing Services, LLC",,,Business,Human Resources,Social Security Number,2018,Unknown,Unknown,
9771,02/15/2018 12:00:00 AM,03/15/2018 12:00:00 AM,Theft or Mistake,,,"Parker Staffing Services, LLC",,,Business,Human Resources,Other,2018,Unknown,Unknown,
9772,,03/19/2018 12:00:00 AM,Cyberattack,2017-05-15T00:00:00,2018-01-30T00:00:00,"Bronson Nutritionals, LLC",Malware,774.0,Business,Consumable,Name,2018,500-999,Unknown,
9772,,03/19/2018 12:00:00 AM,Cyberattack,2017-05-15T00:00:00,2018-01-30T00:00:00,"Bronson Nutritionals, LLC",Malware,774.0,Business,Consumable,Financial & Banking Information,2018,500-999,Unknown,
9772,,03/19/2018 12:00:00 AM,Cyberattack,2017-05-15T00:00:00,2018-01-30T00:00:00,"Bronson Nutritionals, LLC",Malware,774.0,Business,Consumable,Other,2018,500-999,Unknown,
9773,03/01/2018 12:00:00 AM,03/20/2018 12:00:00 AM,Cyberattack,2017-10-01T00:00:00,2017-12-22T00:00:00,Orbitz,Unclear/unknown,5013.0,Business,Hospitality,Name,2018,"1,000-9,999",100-199,
9773,03/01/2018 12:00:00 AM,03/20/2018 12:00:00 AM,Cyberattack,2017-10-01T00:00:00,2017-12-22T00:00:00,Orbitz,Unclear/unknown,5013.0,Business,Hospitality,Financial & Banking Information,2018,"1,000-9,999",100-199,
9773,03/01/2018 12:00:00 AM,03/20/2018 12:00:00 AM,Cyberattack,2017-10-01T00:00:00,2017-12-22T00:00:00,Orbitz,Unclear/unknown,5013.0,Business,Hospitality,Other,2018,"1,000-9,999",100-199,
9775,02/25/2018 12:00:00 AM,03/27/2018 12:00:00 AM,Cyberattack,2018-02-25T00:00:00,2018-02-25T00:00:00,Manduka,Malware,1634.0,Business,Fitness,Name,2018,"1,000-9,999",0,
9775,02/25/2018 12:00:00 AM,03/27/2018 12:00:00 AM,Cyberattack,2018-02-25T00:00:00,2018-02-25T00:00:00,Manduka,Malware,1634.0,Business,Fitness,Financial & Banking Information,2018,"1,000-9,999",0,
10172,10/08/2020 12:00:00 AM,07/23/2021 12:00:00 AM,Cyberattack,2018-04-05T00:00:00,2021-03-27T00:00:00,Savory Spice,Malware,2785.0,Business,Retail,Name,2021,"1,000-9,999",500+,CO
10172,10/08/2020 12:00:00 AM,07/23/2021 12:00:00 AM,Cyberattack,2018-04-05T00:00:00,2021-03-27T00:00:00,Savory Spice,Malware,2785.0,Business,Retail,Financial & Banking Information,2021,"1,000-9,999",500+,CO
10174,03/10/2021 12:00:00 AM,05/03/2021 12:00:00 AM,Cyberattack,2020-12-01T00:00:00,2021-03-08T00:00:00,"Divvy Up, Inc.",Malware,1012.0,Business,Retail,Name,2021,"1,000-9,999",1-99,FL
10174,03/10/2021 12:00:00 AM,05/03/2021 12:00:00 AM,Cyberattack,2020-12-01T00:00:00,2021-03-08T00:00:00,"Divvy Up, Inc.",Malware,1012.0,Business,Retail,Financial & Banking Information,2021,"1,000-9,999",1-99,FL
10176,08/15/2020 12:00:00 AM,01/14/2021 12:00:00 AM,Cyberattack,,,National Western Life Insurance Company,Malware,15556.0,Finance,,Name,2021,"10,000-49,999",Unknown,TX
10176,08/15/2020 12:00:00 AM,01/14/2021 12:00:00 AM,Cyberattack,,,National Western Life Insurance Company,Malware,15556.0,Finance,,Social Security Number,2021,"10,000-49,999",Unknown,TX
10176,08/15/2020 12:00:00 AM,01/14/2021 12:00:00 AM,Cyberattack,,,National Western Life Insurance Company,Malware,15556.0,Finance,,Financial & Banking Information,2021,"10,000-49,999",Unknown,TX
10176,08/15/2020 12:00:00 AM,01/14/2021 12:00:00 AM,Cyberattack,,,National Western Life Insurance Company,Malware,15556.0,Finance,,Full Date of Birth,2021,"10,000-49,999",Unknown,TX
10176,08/15/2020 12:00:00 AM,01/14/2021 12:00:00 AM,Cyberattack,,,National Western Life Insurance Company,Malware,15556.0,Finance,,Other,2021,"10,000-49,999",Unknown,TX
10192,07/16/2020 12:00:00 AM,09/14/2020 12:00:00 AM,Cyberattack,2019-09-24T00:00:00,2019-11-14T00:00:00,Baylor Genetics,Phishing,804.0,Health,,Name,2021,500-999,200-299,
10192,07/16/2020 12:00:00 AM,09/14/2020 12:00:00 AM,Cyberattack,2019-09-24T00:00:00,2019-11-14T00:00:00,Baylor Genetics,Phishing,804.0,Health,,Financial & Banking Information,2021,500-999,200-299,
10192,07/16/2020 12:00:00 AM,09/14/2020 12:00:00 AM,Cyberattack,2019-09-24T00:00:00,2019-11-14T00:00:00,Baylor Genetics,Phishing,804.0,Health,,Full Date of Birth,2021,500-999,200-299,
10192,07/16/2020 12:00:00 AM,09/14/2020 12:00:00 AM,Cyberattack,2019-09-24T00:00:00,2019-11-14T00:00:00,Baylor Genetics,Phishing,804.0,Health,,Medical Information,2021,500-999,200-299,
10195,09/07/2020 12:00:00 AM,12/30/2020 12:00:00 AM,Cyberattack,2018-07-01T00:00:00,,Zoetop Business Co. Ltd.,Unclear/unknown,148785.0,Business,Clothing,Name,2021,"50,000-999,999",Unknown,
10195,09/07/2020 12:00:00 AM,12/30/2020 12:00:00 AM,Cyberattack,2018-07-01T00:00:00,,Zoetop Business Co. Ltd.,Unclear/unknown,148785.0,Business,Clothing,Username and Password/Security Question Answers,2021,"50,000-999,999",Unknown,
10195,09/07/2020 12:00:00 AM,12/30/2020 12:00:00 AM,Cyberattack,2018-07-01T00:00:00,,Zoetop Business Co. Ltd.,Unclear/unknown,148785.0,Business,Clothing,Other,2021,"50,000-999,999",Unknown,
10199,08/10/2020 12:00:00 AM,08/24/2020 12:00:00 AM,Unauthorized Access,,,Arbiter Sports,,16465.0,Business,Software,Name,2021,"10,000-49,999",Unknown,UT
10199,08/10/2020 12:00:00 AM,08/24/2020 12:00:00 AM,Unauthorized Access,,,Arbiter Sports,,16465.0,Business,Software,Social Security Number,2021,"10,000-49,999",Unknown,UT
10199,08/10/2020 12:00:00 AM,08/24/2020 12:00:00 AM,Unauthorized Access,,,Arbiter Sports,,16465.0,Business,Software,Full Date of Birth,2021,"10,000-49,999",Unknown,UT
10199,08/10/2020 12:00:00 AM,08/24/2020 12:00:00 AM,Unauthorized Access,,,Arbiter Sports,,16465.0,Business,Software,Username and Password/Security Question Answers,2021,"10,000-49,999",Unknown,UT
10199,08/10/2020 12:00:00 AM,08/24/2020 12:00:00 AM,Unauthorized Access,,,Arbiter Sports,,16465.0,Business,Software,Email Address and Password/Security Question Answers,2021,"10,000-49,999",Unknown,UT
10200,06/26/2020 12:00:00 AM,07/24/2020 12:00:00 AM,Cyberattack,,,City of Redmond,Unclear/unknown,2851.0,Government,,Name,2021,"1,000-9,999",Unknown,
10200,06/26/2020 12:00:00 AM,07/24/2020 12:00:00 AM,Cyberattack,,,City of Redmond,Unclear/unknown,2851.0,Government,,Social Security Number,2021,"1,000-9,999",Unknown,
10200,06/26/2020 12:00:00 AM,07/24/2020 12:00:00 AM,Cyberattack,,,City of Redmond,Unclear/unknown,2851.0,Government,,Driver's License or Washington ID Card Number,2021,"1,000-9,999",Unknown,
10200,06/26/2020 12:00:00 AM,07/24/2020 12:00:00 AM,Cyberattack,,,City of Redmond,Unclear/unknown,2851.0,Government,,Full Date of Birth,2021,"1,000-9,999",Unknown,
10200,06/26/2020 12:00:00 AM,07/24/2020 12:00:00 AM,Cyberattack,,,City of Redmond,Unclear/unknown,2851.0,Government,,Username and Password/Security Question Answers,2021,"1,000-9,999",Unknown,
10200,06/26/2020 12:00:00 AM,07/24/2020 12:00:00 AM,Cyberattack,,,City of Redmond,Unclear/unknown,2851.0,Government,,Email Address and Password/Security Question Answers,2021,"1,000-9,999",Unknown,
10200,06/26/2020 12:00:00 AM,07/24/2020 12:00:00 AM,Cyberattack,,,City of Redmond,Unclear/unknown,2851.0,Government,,Other,2021,"1,000-9,999",Unknown,
10201,09/18/2019 12:00:00 AM,07/24/2020 12:00:00 AM,Theft or Mistake,2019-09-18T00:00:00,2019-09-18T00:00:00,Entercom Communications Corp.,,2730.0,Business,Entertainment,Name,2021,"1,000-9,999",0,
10201,09/18/2019 12:00:00 AM,07/24/2020 12:00:00 AM,Theft or Mistake,2019-09-18T00:00:00,2019-09-18T00:00:00,Entercom Communications Corp.,,2730.0,Business,Entertainment,Social Security Number,2021,"1,000-9,999",0,
10201,09/18/2019 12:00:00 AM,07/24/2020 12:00:00 AM,Theft or Mistake,2019-09-18T00:00:00,2019-09-18T00:00:00,Entercom Communications Corp.,,2730.0,Business,Entertainment,Driver's License or Washington ID Card Number,2021,"1,000-9,999",0,
10201,09/18/2019 12:00:00 AM,07/24/2020 12:00:00 AM,Theft or Mistake,2019-09-18T00:00:00,2019-09-18T00:00:00,Entercom Communications Corp.,,2730.0,Business,Entertainment,Financial & Banking Information,2021,"1,000-9,999",0,
10201,09/18/2019 12:00:00 AM,07/24/2020 12:00:00 AM,Theft or Mistake,2019-09-18T00:00:00,2019-09-18T00:00:00,Entercom Communications Corp.,,2730.0,Business,Entertainment,Other,2021,"1,000-9,999",0,
10202,06/25/2020 12:00:00 AM,07/24/2020 12:00:00 AM,Unauthorized Access,2019-07-26T00:00:00,2019-11-18T00:00:00,Ply Gem Residential Solutions,,2841.0,Business,Home,Name,2021,"1,000-9,999",300-399,
10202,06/25/2020 12:00:00 AM,07/24/2020 12:00:00 AM,Unauthorized Access,2019-07-26T00:00:00,2019-11-18T00:00:00,Ply Gem Residential Solutions,,2841.0,Business,Home,Social Security Number,2021,"1,000-9,999",300-399,
10202,06/25/2020 12:00:00 AM,07/24/2020 12:00:00 AM,Unauthorized Access,2019-07-26T00:00:00,2019-11-18T00:00:00,Ply Gem Residential Solutions,,2841.0,Business,Home,Driver's License or Washington ID Card Number,2021,"1,000-9,999",300-399,
10202,06/25/2020 12:00:00 AM,07/24/2020 12:00:00 AM,Unauthorized Access,2019-07-26T00:00:00,2019-11-18T00:00:00,Ply Gem Residential Solutions,,2841.0,Business,Home,Financial & Banking Information,2021,"1,000-9,999",300-399,
10202,06/25/2020 12:00:00 AM,07/24/2020 12:00:00 AM,Unauthorized Access,2019-07-26T00:00:00,2019-11-18T00:00:00,Ply Gem Residential Solutions,,2841.0,Business,Home,Full Date of Birth,2021,"1,000-9,999",300-399,
10202,06/25/2020 12:00:00 AM,07/24/2020 12:00:00 AM,Unauthorized Access,2019-07-26T00:00:00,2019-11-18T00:00:00,Ply Gem Residential Solutions,,2841.0,Business,Home,Medical Information,2021,"1,000-9,999",300-399,
10204,07/16/2020 12:00:00 AM,07/28/2020 12:00:00 AM,Cyberattack,2020-02-07T00:00:00,2020-05-20T00:00:00,French American School of Puget Sound,Ransomware,3172.0,Education,,Name,2021,"1,000-9,999",100-199,
10204,07/16/2020 12:00:00 AM,07/28/2020 12:00:00 AM,Cyberattack,2020-02-07T00:00:00,2020-05-20T00:00:00,French American School of Puget Sound,Ransomware,3172.0,Education,,Full Date of Birth,2021,"1,000-9,999",100-199,
10204,07/16/2020 12:00:00 AM,07/28/2020 12:00:00 AM,Cyberattack,2020-02-07T00:00:00,2020-05-20T00:00:00,French American School of Puget Sound,Ransomware,3172.0,Education,,Other,2021,"1,000-9,999",100-199,
10205,01/05/2020 12:00:00 AM,07/28/2020 12:00:00 AM,Theft or Mistake,2016-01-18T00:00:00,2020-01-08T00:00:00,"Front Rush, LLC",,1982.0,Business,Other,Social Security Number,2021,"1,000-9,999",500+,
10205,01/05/2020 12:00:00 AM,07/28/2020 12:00:00 AM,Theft or Mistake,2016-01-18T00:00:00,2020-01-08T00:00:00,"Front Rush, LLC",,1982.0,Business,Other,Driver's License or Washington ID Card Number,2021,"1,000-9,999",500+,
10205,01/05/2020 12:00:00 AM,07/28/2020 12:00:00 AM,Theft or Mistake,2016-01-18T00:00:00,2020-01-08T00:00:00,"Front Rush, LLC",,1982.0,Business,Other,Full Date of Birth,2021,"1,000-9,999",500+,
10205,01/05/2020 12:00:00 AM,07/28/2020 12:00:00 AM,Theft or Mistake,2016-01-18T00:00:00,2020-01-08T00:00:00,"Front Rush, LLC",,1982.0,Business,Other,Unique Private Key (e.g. used to authenticate or sign an electronic record),2021,"1,000-9,999",500+,
10205,01/05/2020 12:00:00 AM,07/28/2020 12:00:00 AM,Theft or Mistake,2016-01-18T00:00:00,2020-01-08T00:00:00,"Front Rush, LLC",,1982.0,Business,Other,Student ID Number,2021,"1,000-9,999",500+,
10205,01/05/2020 12:00:00 AM,07/28/2020 12:00:00 AM,Theft or Mistake,2016-01-18T00:00:00,2020-01-08T00:00:00,"Front Rush, LLC",,1982.0,Business,Other,Health Insurance Policy or ID Number,2021,"1,000-9,999",500+,
10205,01/05/2020 12:00:00 AM,07/28/2020 12:00:00 AM,Theft or Mistake,2016-01-18T00:00:00,2020-01-08T00:00:00,"Front Rush, LLC",,1982.0,Business,Other,Medical Information,2021,"1,000-9,999",500+,
10205,01/05/2020 12:00:00 AM,07/28/2020 12:00:00 AM,Theft or Mistake,2016-01-18T00:00:00,2020-01-08T00:00:00,"Front Rush, LLC",,1982.0,Business,Other,Username and Password/Security Question Answers,2021,"1,000-9,999",500+,
10205,01/05/2020 12:00:00 AM,07/28/2020 12:00:00 AM,Theft or Mistake,2016-01-18T00:00:00,2020-01-08T00:00:00,"Front Rush, LLC",,1982.0,Business,Other,Email Address and Password/Security Question Answers,2021,"1,000-9,999",500+,
10206,07/16/2020 12:00:00 AM,07/31/2020 12:00:00 AM,Cyberattack,2020-02-07T00:00:00,2020-05-20T00:00:00,Auburn University,Ransomware,1294.0,Education,,Name,2021,"1,000-9,999",100-199,
10206,07/16/2020 12:00:00 AM,07/31/2020 12:00:00 AM,Cyberattack,2020-02-07T00:00:00,2020-05-20T00:00:00,Auburn University,Ransomware,1294.0,Education,,Full Date of Birth,2021,"1,000-9,999",100-199,
10209,07/02/2020 12:00:00 AM,08/03/2020 12:00:00 AM,Cyberattack,2019-11-22T00:00:00,2020-02-12T00:00:00,"Würkforce, Inc.",Unclear/unknown,527.0,Business,Other,Name,2021,500-999,200-299,
10209,07/02/2020 12:00:00 AM,08/03/2020 12:00:00 AM,Cyberattack,2019-11-22T00:00:00,2020-02-12T00:00:00,"Würkforce, Inc.",Unclear/unknown,527.0,Business,Other,Social Security Number,2021,500-999,200-299,
10209,07/02/2020 12:00:00 AM,08/03/2020 12:00:00 AM,Cyberattack,2019-11-22T00:00:00,2020-02-12T00:00:00,"Würkforce, Inc.",Unclear/unknown,527.0,Business,Other,Driver's License or Washington ID Card Number,2021,500-999,200-299,
10209,07/02/2020 12:00:00 AM,08/03/2020 12:00:00 AM,Cyberattack,2019-11-22T00:00:00,2020-02-12T00:00:00,"Würkforce, Inc.",Unclear/unknown,527.0,Business,Other,Financial & Banking Information,2021,500-999,200-299,
10209,07/02/2020 12:00:00 AM,08/03/2020 12:00:00 AM,Cyberattack,2019-11-22T00:00:00,2020-02-12T00:00:00,"Würkforce, Inc.",Unclear/unknown,527.0,Business,Other,Full Date of Birth,2021,500-999,200-299,
10209,07/02/2020 12:00:00 AM,08/03/2020 12:00:00 AM,Cyberattack,2019-11-22T00:00:00,2020-02-12T00:00:00,"Würkforce, Inc.",Unclear/unknown,527.0,Business,Other,Health Insurance Policy or ID Number,2021,500-999,200-299,
10209,07/02/2020 12:00:00 AM,08/03/2020 12:00:00 AM,Cyberattack,2019-11-22T00:00:00,2020-02-12T00:00:00,"Würkforce, Inc.",Unclear/unknown,527.0,Business,Other,Other,2021,500-999,200-299,
10212,07/16/2020 12:00:00 AM,08/07/2020 12:00:00 AM,Cyberattack,2020-02-07T00:00:00,2020-05-20T00:00:00,Pacific Northwest University of Health Sciences,Ransomware,1122.0,Education,,Name,2021,"1,000-9,999",100-199,
10212,07/16/2020 12:00:00 AM,08/07/2020 12:00:00 AM,Cyberattack,2020-02-07T00:00:00,2020-05-20T00:00:00,Pacific Northwest University of Health Sciences,Ransomware,1122.0,Education,,Full Date of Birth,2021,"1,000-9,999",100-199,
10212,07/16/2020 12:00:00 AM,08/07/2020 12:00:00 AM,Cyberattack,2020-02-07T00:00:00,2020-05-20T00:00:00,Pacific Northwest University of Health Sciences,Ransomware,1122.0,Education,,Student ID Number,2021,"1,000-9,999",100-199,
10213,07/16/2020 12:00:00 AM,08/09/2020 12:00:00 AM,Cyberattack,2020-02-07T00:00:00,2020-05-20T00:00:00,Planned Parenthood of the Rocky Mountains,Ransomware,526.0,Health,,Name,2021,500-999,100-199,
10213,07/16/2020 12:00:00 AM,08/09/2020 12:00:00 AM,Cyberattack,2020-02-07T00:00:00,2020-05-20T00:00:00,Planned Parenthood of the Rocky Mountains,Ransomware,526.0,Health,,Full Date of Birth,2021,500-999,100-199,
10213,07/16/2020 12:00:00 AM,08/09/2020 12:00:00 AM,Cyberattack,2020-02-07T00:00:00,2020-05-20T00:00:00,Planned Parenthood of the Rocky Mountains,Ransomware,526.0,Health,,Other,2021,500-999,100-199,
10214,05/16/2020 12:00:00 AM,08/10/2020 12:00:00 AM,Cyberattack,2020-05-16T00:00:00,2020-05-16T00:00:00,"Dynasplint Systems, Inc.",Ransomware,1364.0,Business,Manufacturing,Name,2021,"1,000-9,999",0,
10214,05/16/2020 12:00:00 AM,08/10/2020 12:00:00 AM,Cyberattack,2020-05-16T00:00:00,2020-05-16T00:00:00,"Dynasplint Systems, Inc.",Ransomware,1364.0,Business,Manufacturing,Full Date of Birth,2021,"1,000-9,999",0,
10214,05/16/2020 12:00:00 AM,08/10/2020 12:00:00 AM,Cyberattack,2020-05-16T00:00:00,2020-05-16T00:00:00,"Dynasplint Systems, Inc.",Ransomware,1364.0,Business,Manufacturing,Medical Information,2021,"1,000-9,999",0,
10214,05/16/2020 12:00:00 AM,08/10/2020 12:00:00 AM,Cyberattack,2020-05-16T00:00:00,2020-05-16T00:00:00,"Dynasplint Systems, Inc.",Ransomware,1364.0,Business,Manufacturing,Other,2021,"1,000-9,999",0,
10215,07/16/2020 12:00:00 AM,08/10/2020 12:00:00 AM,Cyberattack,2020-02-07T00:00:00,2020-05-20T00:00:00,Heritage University,Ransomware,7803.0,Education,,Name,2021,"1,000-9,999",100-199,
10215,07/16/2020 12:00:00 AM,08/10/2020 12:00:00 AM,Cyberattack,2020-02-07T00:00:00,2020-05-20T00:00:00,Heritage University,Ransomware,7803.0,Education,,Full Date of Birth,2021,"1,000-9,999",100-199,
10219,07/16/2020 12:00:00 AM,08/12/2020 12:00:00 AM,Cyberattack,2020-02-07T00:00:00,2020-05-20T00:00:00,Northeastern University,Ransomware,2602.0,Education,,Name,2021,"1,000-9,999",100-199,
10219,07/16/2020 12:00:00 AM,08/12/2020 12:00:00 AM,Cyberattack,2020-02-07T00:00:00,2020-05-20T00:00:00,Northeastern University,Ransomware,2602.0,Education,,Full Date of Birth,2021,"1,000-9,999",100-199,
10219,07/16/2020 12:00:00 AM,08/12/2020 12:00:00 AM,Cyberattack,2020-02-07T00:00:00,2020-05-20T00:00:00,Northeastern University,Ransomware,2602.0,Education,,Other,2021,"1,000-9,999",100-199,
10223,07/16/2020 12:00:00 AM,08/12/2020 12:00:00 AM,Cyberattack,2020-02-07T00:00:00,2020-05-20T00:00:00,The University of Florida,Ransomware,5075.0,Education,,Name,2021,"1,000-9,999",100-199,
10223,07/16/2020 12:00:00 AM,08/12/2020 12:00:00 AM,Cyberattack,2020-02-07T00:00:00,2020-05-20T00:00:00,The University of Florida,Ransomware,5075.0,Education,,Full Date of Birth,2021,"1,000-9,999",100-199,
10223,07/16/2020 12:00:00 AM,08/12/2020 12:00:00 AM,Cyberattack,2020-02-07T00:00:00,2020-05-20T00:00:00,The University of Florida,Ransomware,5075.0,Education,,Medical Information,2021,"1,000-9,999",100-199,
10223,07/16/2020 12:00:00 AM,08/12/2020 12:00:00 AM,Cyberattack,2020-02-07T00:00:00,2020-05-20T00:00:00,The University of Florida,Ransomware,5075.0,Education,,Other,2021,"1,000-9,999",100-199,
10226,07/16/2020 12:00:00 AM,08/14/2020 12:00:00 AM,Cyberattack,2020-02-07T00:00:00,2020-05-20T00:00:00,Assumption St. Bridget School,Ransomware,769.0,Education,,Name,2021,500-999,100-199,
10226,07/16/2020 12:00:00 AM,08/14/2020 12:00:00 AM,Cyberattack,2020-02-07T00:00:00,2020-05-20T00:00:00,Assumption St. Bridget School,Ransomware,769.0,Education,,Full Date of Birth,2021,500-999,100-199,
10226,07/16/2020 12:00:00 AM,08/14/2020 12:00:00 AM,Cyberattack,2020-02-07T00:00:00,2020-05-20T00:00:00,Assumption St. Bridget School,Ransomware,769.0,Education,,Other,2021,500-999,100-199,
10227,07/16/2020 12:00:00 AM,08/14/2020 12:00:00 AM,Cyberattack,2020-02-07T00:00:00,2020-05-20T00:00:00,Bishop Blanchet High School,Ransomware,3162.0,Education,,Name,2021,"1,000-9,999",100-199,
10227,07/16/2020 12:00:00 AM,08/14/2020 12:00:00 AM,Cyberattack,2020-02-07T00:00:00,2020-05-20T00:00:00,Bishop Blanchet High School,Ransomware,3162.0,Education,,Full Date of Birth,2021,"1,000-9,999",100-199,
10227,07/16/2020 12:00:00 AM,08/14/2020 12:00:00 AM,Cyberattack,2020-02-07T00:00:00,2020-05-20T00:00:00,Bishop Blanchet High School,Ransomware,3162.0,Education,,Other,2021,"1,000-9,999",100-199,
10228,07/16/2020 12:00:00 AM,08/14/2020 12:00:00 AM,Cyberattack,2020-02-07T00:00:00,2020-05-20T00:00:00,Boston University,Ransomware,7067.0,Education,,Name,2021,"1,000-9,999",100-199,
10228,07/16/2020 12:00:00 AM,08/14/2020 12:00:00 AM,Cyberattack,2020-02-07T00:00:00,2020-05-20T00:00:00,Boston University,Ransomware,7067.0,Education,,Full Date of Birth,2021,"1,000-9,999",100-199,
10229,07/16/2020 12:00:00 AM,08/14/2020 12:00:00 AM,Cyberattack,2020-02-07T00:00:00,2020-05-20T00:00:00,Confluence Health Foundation,Ransomware,1132.0,Health,,Name,2021,"1,000-9,999",100-199,
10229,07/16/2020 12:00:00 AM,08/14/2020 12:00:00 AM,Cyberattack,2020-02-07T00:00:00,2020-05-20T00:00:00,Confluence Health Foundation,Ransomware,1132.0,Health,,Full Date of Birth,2021,"1,000-9,999",100-199,
10231,07/16/2020 12:00:00 AM,08/14/2020 12:00:00 AM,Cyberattack,2020-02-07T00:00:00,2020-05-20T00:00:00,EMILY's List,Ransomware,9325.0,Business,Other,Name,2021,"1,000-9,999",100-199,
10231,07/16/2020 12:00:00 AM,08/14/2020 12:00:00 AM,Cyberattack,2020-02-07T00:00:00,2020-05-20T00:00:00,EMILY's List,Ransomware,9325.0,Business,Other,Financial & Banking Information,2021,"1,000-9,999",100-199,
